Id,Text,Topics,Emotions,Valence
7767266,It's storys like these where you must love Sharpay! MORE MORE MORE!,"Update encouragement,Targeted positive","Like,Joy / Happiness",Positive
5403871,o! r maddie and jack going to searchg for the halfa? EK! well update son! i luv this story!,"Discussion about the story,Shallow positive,Update encouragement","Joy / Happiness,Like",Positive
10699169,"""if he had kissed Memnon because he felt curiosity after being with him for so long, then he would give him something new."" Oh...Alexander is such a sweet boy..I am so in love with him being so cute like this :) and it is also very HOT :)",Targeted positive,"Joy / Happiness,Like",Positive
8497759,high-larious! i was laughing so freakin hard! keep up the awesome work and update soon!,"Shallow positive,Update encouragement","Joy / Happiness,Like",Positive
1519983,"hehe maaf yah sbelumnya aku ga login, soalnya ribet kalo lwt hp.. Critamu bagus banget, dan memuaskan.. Ngomong2 itu si Sakura tiba2 dijauhin sama orang2 kenapa ya? Atau cuma gara2 dia ngedeketin Sasu gt? Terus kenapa tiba2 Sasu juga marah sama dia, jadi maksud si Sasu waktu itu meluk Sakura apa? Sasu jahat banget.. Hiks hiks Tapi kok Ino-nya agak bashing yah? Kan kasian, tapi terserah author aja deh, hehehe.. Update kilat dan critanya yang panjang kyk gini lg yah.. Salam kenal",Miscellaneous,Unknown,Unknown
8382947,"Review time: This scene between Sorina and the brothers from this movie crossover is a bit odd what with all this orgy talk. Anyway, are these two really here just so they can make sure no boys make a move on her? Seems a bit extreme. As Buzz Lightyear would say about this love square scene involving Axel, Zoey, Mike, and Katie: ""Shipping. Shipping everywhere."" Sensation is Amazing meter: 11. And please contain your boners Axel. You're in it for the money first, remember? The aforementioned Buzz Lightyear line could be applied for Scarletta and Bridgette. We gotta slow down some of this shipping. I'm going to challenge you with something. Axel/Zoey, Mike/Katie, Jo/Brick, Noah/That chick he's being shipped with, Geoff/Mary, AND Scarletta/Bridgette all can't be officially a couple for at least 5 more chapters. Geoff and Bridgette are still together, as is Mike and Zoey. Spend those chapters leading up to how those couple will break apart. As for the others, take the establishing between them slowly. Maybe one or two flirtatious lines exchanged between the couple each chapter, leading up to them deciding to become a couple. We'll talk more about this later. I like Lightning's strategy for teaming up with Heather. It reminds me of a similar strategy that someone in a future story of mine will have. How, exactly, does watching campers make it to their cabins create ratings? Why not just say that you thought it would be more fun, Chris? So the Drama Brothers still exist in this alternate universe where TDA never happened? to go off on a limb and guess that they help either Harold or Ezekiel. Sensation is Amazing Meter: 12 Sensation is Amazing Meter: 13 ""Holy mother of amazing sensations"" wins line of the day. Sensation is Amazing Meter: 14 ""his little head"" Ha...it's his penis. OH FUCK, IT'S A SEX SCENE. Skipping powers, activate! I'm not going back to check to see if you used the line during the sex, but since Geoff used it in the first line after it: Sensation is Amazing Meter: 15 Aww, looks like Geoff is going to be a bad guy in this story. This is jerk levels that I would expect from someone like Duncan. At least Bridgette will probably get revenge with lesbian sex later. Oh, and I guess forget what I said about taking time with Geoff and Mary. You kind of just made them shag, so there's no point in it. Still take time with Bridgette/Scarletta though. Have her have to get over the heartbreak before she hooks up with the Italian. And by take some time, I mean longer than one chapter. That line about having to leave due to everything being layered in Geoff's man juices made me gag, yet was also hilarious. Also, jesus, how much can that dude fit in a single climax? I feel bad for the people who have to sleep in that cabin. Whoa now, you just jumped into Bridgette's scene. Did she see Geoff kissing Mary like Heather said in her plan, or did she spot their sexcapades? Go back and explain that. So much Italian. It's hard to sympathize with Scarletta when I can't understand what she's saying. Singing? Lol, skipping powers, looks like you get to pull a double shift this chapter. Oh wait, never mind. We're singing a Queen song. Does that mean Axel is Freddie Mercury? I can't comprehend that much awesome. Geez, where did we get guns? Looks like Justin came to the wrong neighborhood. ...what knocked out Samantha? Both times you tried to say what it was it got cut off. Wow, Chef...that's the oddest analogy I've heard in quite some time. Whoa, why is Selen in our team's confessional? She's on the other team. I think that should have been Nick saying that confessional. Also, as I read on, Sam and Jade seem to be chilling in the background a bit so far. Maybe they're waiting to do something big in one of the next chapters. Actually, Seth knocked out the first act, not the final one. Also, I'm guessing he caused Samantha to be knocked out. Should go back and explain that. Pretty surprising elimination. I feel like Seth has a high chance of returning. Looks like we'll have to wait and see. Ugh, I realize Bridgette has gone through a lot, but love is a strong word. Way to early for anyone in this story to be using. I guess we can knock Bridgette/Scarletta off the shipping list that you need to take slowly as well. We'll talk more about the shipping later. Good chapter. There were some errors that need fixing, but it was still good. Before you update again, I want to try and help you on the shipping parts of the story since they're an important part of it. Guess I should also do these references things: 1-Shrek 2-Osmosis Jones? If I'm right, I'm surprised someone else remembers this movie. 3-Duke Nukem. Does Joshua also have balls of steel? 4-He should have said ""Wuz good, nigga? What's really good?"" 5-Working hard, or hardly working.","Targeted positive and corrective/constructive,Discussion about the story,One-sided connection","Surprise,Like",Positive
9895622,Ok good I thought he was really dead and I was crying but now I feel better!,"Targeted positive,Discussion about the story","Joy / Happiness,Like,Sadness",Positive
4040702,Mmmm vas a continuar con la historia? De verdad me gusta perono se cuando vayas a actualizar. Hazlo pronto Sí?,Miscellaneous,Unknown,Unknown
495254,genial sigue!,Miscellaneous,Unknown,Unknown
6944327,Damnit I am gonna castrate you for leaving me with this cliffhanger. I knew Scarlet had been pregnant when Jack and the old crew of the pearl left her but I wasn't sure if she miscarried or something like that. *Pulls out a musket* Aye now ye will be finishin the next chapter soon matey or I be putting a bullet in your gut. ARGGH *Waves a cutlass around menacingly.*,Non-constructive negative,"Anger / Frustration,Anticipation / Hope,Dislike",Negative
8850435,kurang ngerti prolognya,Miscellaneous,Unknown,Unknown
7918485,Wonderful! So HOT! Loved it. Please write more! This was great. XD,"Shallow positive,Update encouragement","Joy / Happiness,Like",Positive
6201284,"I've been binge reading this fanfic and let me tell you...I don't know how to finish this. Good story! OH AND IF YOU FEATURE MY REVIEW THEN A MILLION YEARS WORTH OF ROBINS WILL APPEAE AT YOUR DOOR STEP AND WISK YOU AWAY! PEOPLE WANT THAT, RIGHT?.",Shallow positive,"Like,Anticipation / Hope",Positive
8206652,UPDATE! PLZ PLZ PLZ PLZ,Update encouragement,Like,Positive
6443753,"Encontré esta historia de casualidad y, aunque odio leer cosas no terminadas, es... hermosa. Tengo muchos sentimientos encontrados. Porque ""el tío Harry"" ama a Draco y a su vida, pero el Harry auror ama a sus hijos y ¡joder! Entiendo que puedas llegar a aceptar nunca haber estado con tu esposa (entiendo que ver a Ginny mucho más ""feliz"" debe ser duro) y llegar a aceptar que amas a otro (porque Harry auror está sintiendo grandes cosas por Draco). Pero los hijos... En mi mente, para Harry Potter una familia lo es todo y los hijos lo son aún más. Todo padre haría lo que fuera por sus hijos, es la historia de JK, todo padre o madre lucha por sus hijos (o casi todos). Harry auror debe sentirse horrible al recordar que ninguno de sus bebés está y no puedo desear con el alma que decida quedarse allí (¿y qué hay del tío Harry? ¿dónde está?). Quiero que tenga a sus hijos o pueda decirle a Draco sobre ellos o pueda volver y hablar con el Draco divorciado que no es el Draco toc, pero... no pueden desaparecer y cuando llegue ese momento, el de decidir, mi corazón se hará trizas. Es una historia hermosa, gracias por la traducción. Esperaré ansiosa la traducción.",Miscellaneous,Unknown,Unknown
12031225,"I'm taking astronomy too! How cool is that? So...that's it? Just like that, the Doc's gone? Hmm...still need to fix Angel. And do something about Lilo...","Shallow positive,Discussion about the story,Discussion not about the story","Surprise,Like",Positive
9015567,I like it ! please update soon. It is well written and Thor jealous and Banner being Hulked was awesome.,"Targeted positive,Update encouragement",Like,Positive
6130721,That was great. I thought that it was unfortunate that the movie didn't include Anakin's reaction to Qui-Gon's death. I thought that it would show how upset he was that the man who saved him from slavery and was his friend died. I definitely liked your version of it. Good job!,"Targeted positive,Fandom remarks",Like,Positive
8383320,"Uff, sí, hazlo se lo merece. Excelente fic, me encanta Trent,es mi personaje favorito de este cartoon. Aunque en vez de Courtney, lo prefiero con Lindsay, lala. Saludos!",Miscellaneous,Unknown,Unknown
9994494,sweet... : ),Shallow positive,"Joy / Happiness,Like",Positive
3907249,Simply Beautiful,Shallow positive,Like,Positive
10563074,"I think Helia will win, anyway this chapter was interesting please update",Update encouragement,Like,Neutral
3655339,Next chapter,Update encouragement,No emotion,Neutral
1983213,o.o te quedo divertido no se como describirlo el Shikatema es lo mejor escribe ma shistorias con ellos dos,Miscellaneous,Unknown,Unknown
3094684,Wow this story destroyed my heart thanks author it was actually a really gr9 story. Thank.,Shallow positive,"Like,Sadness",Positive
4903367,awww that was the cutest thing ever i wounder what would happen if someone touched sasuke other than naruto would that person die?! i think they should. btw keep writing sasunaru fanfics like this there absolutly cute.,"Shallow positive,Discussion about the story","Joy / Happiness,Like",Positive
7593673,I loved this so much! It was full of feels and I was so happy!,Shallow positive,"Joy / Happiness,Like",Positive
2372259,Love the story as always.. please update soon,Update encouragement,"Joy / Happiness,Like",Positive
6825468,"I sat down, and immediately thought ""There's no way any of the fanfics I've been reading have updated today"", and you've proved me wrong once again. But I was nearly bawling because of this chapter! I was freaking out the moment he found out Francis was reviewing his resume. Poor Mattie! D: ...Also, damn you Ivan, go away. Lars, so sweet~ 3 3 Keep up the awesome work, friend! Also... uh... I tried microwaving water for my tea a few days ago. I'm sorry. XD;","Targeted positive,Discussion not about the story,One-sided connection,Update encouragement","Joy / Happiness,Surprise,Like,Sadness",Positive
7660440,Why do I even check the tragedy/angst genre anymore I only bring myself sorrow dammit,Non-constructive negative,"Anger / Frustration,Sadness,Dislike",Negative
1004159,Good,Shallow positive,Like,Positive
7980977,"C'est quand qu'il y aura la suite ? Aussi j'ai lu les 15 chap et j'ai trop aimée ... Et la jsuis impatiente de lire la suite ""ichime"" t'aurai pas pu faire mieux comme couple dans ta fanfic",Miscellaneous,Unknown,Unknown
3195851,"ANOTHER GREAT, AMAZING CHAPTER, Kay-Love;) THE SUSPENSE IS KILLING ME AND I JUST ONLY FINISHED READING THE CHAPTER! CAN YOU BELIEVE THAT? OH, AND PLEASE CONTINUE ?","Shallow positive,Update encouragement","Joy / Happiness,Like,Anticipation / Hope",Positive
2923396,"Who's in the libery with Sakura, Sasori Sasori wins Great story so far, how long do you think you this story will go on for?","Shallow positive,Discussion about the story,Miscellaneous",Like,Neutral
5316643,Wuaah! Eon hunhan doongg [O̷̴̷̴̯̐ . O̷̴̷̴̷̴̯̐] seru seruuu,Miscellaneous,Unknown,Unknown
6103136,Love it as always,Shallow positive,"Joy / Happiness,Like",Positive
10912429,"lol as lame as this seems, I am tearing up xD So cute _ this is like, my favorite EEnE story D good job",Shallow positive,"Joy / Happiness,Like",Positive
3643972,oh i was so happy to see you updated i loved the way rae and richs relationship formed and i hope raven doesnt die i will cry my eyes out literely bad slade robin should kick his butt oh and raven was so sweet making him the sandwich hehe thats how the relationship developed so creative ill always say your very talented. well please update soo k -sailormoonrobinravenfan- didnt feel like signing in,"Targeted positive and corrective/constructive,One-sided connection,Update encouragement","Joy / Happiness,Like,Sadness",Positive
2549296,"i LOVE IT, BUT CAN YOU PLEASE UPDATE. more drama please.","Shallow positive,Targeted corrective or constructive,Update encouragement","Joy / Happiness,Like",Positive
9096411,so far getting better and better!XD like that the chaps are longer! update soon im likeing the story!,"Targeted positive,Update encouragement","Joy / Happiness,Like",Positive
8797889,"Deus! Eu não posso expressar minha alegria com palavras em descobrir uma nova Sirius/Hermione. Eu pessoalmente morro de preguiça de ler fanfictions em inglês - não sei você - mas estou ansiosa para ler a sua e espero de coração que não a abandone. Sei que é um shipper complicado e que há muito preconceito sobre ele, mas eu honestamente, não consegui não gostar de uma história SB/HG que eu já li. Bem, claro há muito lixo por aí rs mas prefiro não comentar. Bem, eu achei que ficou realmente interessante. Apesar de ser um tema extremamente explorado - principalmente nas fics inglês - sobre a Hermione voltar na época dos Marauders e etc, eu não sei, sinto que a sua história te para funcionar e eu espero que você não desista. Sério. Me deixou presa, pelo fato de ter sido um prólogo curto, me deixou ainda com mais vontade de ler. Eu pelo menos acho que tem tudo pra dar certo e com certeza irá, se você persistir. Boa sorte.",Miscellaneous,Unknown,Unknown
4859996,comme sur ton autre fic je laisse une review désespérée qui attend impatiemment ton retour et de nouveaux chapitres. bon voila j'espere que sortira de ton hibernation ap cela ! kiss et surtout reviens vite !,Miscellaneous,Unknown,Unknown
9037200,oh wow! amazing! please update soon!,"Shallow positive,Update encouragement","Joy / Happiness,Like",Positive
11206114,i can't. this was way. too. cute. :')) i was literally left with the biggest and dumbest smile on my face after reading this.,Shallow positive,"Joy / Happiness,Like",Positive
12151764,Love is blind and deaf apparently. I really enjoyed these stories. I only wish there were more. Wonderful job :),Shallow positive,"Joy / Happiness,Like",Positive
10941330,"Yay us, we're awesome! I'm on a train, trying to save Simon! Jeanette: Has only getting 6 hours of sleep each night gotten to you? Me: Yep! Simon: Why does she only get 6 hours? She should get 10. Jeanette: Wendy goes to bed at 12:00 and woke up at 5:30. Simon: I'm afraid to ask, but why? Jeanette: She's writing all night, then wakes up at 6:00 to start writing. Me: I have a novel to write. Simon: *Head in hands* You're going to crash and burn at church. Me: So what? They'll understand when my head goes in the collection plate. Jeanette: Can I just leave? You two are driving me crazy. Simon: Hey, tell her that. She's the one who's hyped up on Coke to get her through the day. Me: *Leg jittering* I am so not hyped up. Now where's that bottle! Jeanette: Wendy has officially lost it. Me: I have not lost it! *Bangs head on laptop* Simon: I'll never understand girls... (Sorry for that little rant.",Miscellaneous,"Anger / Frustration,Surprise",Positive
4509404,i really want you to update your story. It's very good. Please continue this.,"Shallow positive,Update encouragement",Like,Positive
6905404,Great story! I love the couple Waverly x Victor! Actually it's called: Mein blauer Freund in German! ;),Targeted positive and corrective/constructive,"Joy / Happiness,Like",Positive
3644868,"Excellent fic! Very good scenes with BB/Rae and Rob/Star. And Cyborg singing ""My Little Pony""? I only can say one thing... BWAH, HA, HA, HA, HA! GOOD ONE, BEAST BOY! Keep the good writing.","Targeted positive,Update encouragement","Joy / Happiness,Like",Positive
2833133,"I enjoyed your ff to certain extent since the characters were hella ooc. But for bing 14 this is good. So after reading this, I have to ask you; have you read Uke's are their own kind of Trouble? Because this seems to be the exact same plot, actually this feels like a filler for the time lee was preggers. If you did this all of your own creation I suggest you read that it's enjoyable, I think you would like it. D","Targeted positive and corrective/constructive,Discussion about the story",Like,Positive
2679084,"Lol, poor Temari. Kankuro probably doesn't even remember what she's talking about.",Miscellaneous,No emotion,Neutral
7999880,"What's with the obsession with the word ""Sir""? No one talks like that now, or 15 years ago. At least not with a Sir in every fucking sentence. Ridiculous.","Targeted corrective or constructive,Non-constructive negative","Anger / Frustration,Disturbed / Disgust,Dislike",Negative
9970674,I LOVED IT! It's the best fanfic I've read in a while. Nice job. :),Shallow positive,"Joy / Happiness,Like",Positive
12180553,Pathatic.. This is a Disgusting and Clithe Story.. No better then The many Horrible Fictions that Plaugue the Naruto Archives. Is this the Best you can do?.. Letting your Lust Dictate and Control your Writing... Becoming a Slave to your Own Lust and ruin your writing potential as a result of it.. ...honestly you could do better then This.,"Targeted corrective or constructive,Non-constructive negative","Anger / Frustration,Dislike,Disturbed / Disgust",Negative
3912664,Good rules.,Miscellaneous,No emotion,Neutral
1778217,"My Birthday is on March 8th and it would be AWESOME if you updated this story on my birthday! Hope you can, but either way UPDATE SOON!","Shallow positive,Update encouragement","Joy / Happiness,Like",Positive
6531915,Lol caught again.,Miscellaneous,Like,Neutral
4163031,"I just found this story. I really like it. Please update soon, so I can read, why Willow transported Buffy away and what she does to help SGC?","Shallow positive,Discussion about the story,Update encouragement",Like,Positive
2824361,keren ;_; sedih tanpa mati... giman acaranya TT,Miscellaneous,Unknown,Unknown
11314482,This is great! Please right more!,Update encouragement,Like,Positive
980732,astaga! saya kira benar2 telah tamat! Keren! ad unsur misteriusnya,Miscellaneous,Unknown,Unknown
11875966,Great story and I agree with cherry vampire that eve should be with gajeel but its your story so whatever you want also eve is also the name of a member of blue Pegasus juST a fun fact,"Shallow positive,Targeted corrective or constructive,Fandom remarks",Like,Positive
10028446,I really want to enjoy your fic like i used to but it's so hard with so many character and the story became more confusing too,One-sided connection,"Like,Confused,Dislike",Negative
445255,Sai nya dibikin lebih cuek tapi greget gimana gt dong wkwkwk cepet lanjutin suka bgt sm breeze!,Miscellaneous,Unknown,Unknown
6066643,"Beautifully written, and beautifully said. A nice, missing moment put into words. Great job!",Shallow positive,Like,Positive
9639522,Very nice and well written. I love the air of suspense and it's keeping me on the edge of my seat. Can't wait 'til the next chapter.:),"Shallow positive,Update encouragement","Like,Anticipation / Hope,Joy / Happiness",Positive
3092869,i'm too lazy to write something bc i'm too excited to read to next chiiiiiapter.,"Shallow positive,Update encouragement","Joy / Happiness,Like",Positive
7882931,"Oh wow, this is wonderfully beautiful! :D",Shallow positive,"Like,Joy / Happiness",Positive
9879499,Hehehe the urn is funny,Shallow positive,"Joy / Happiness,Like",Positive
10384689,please update soon love the story hope to see chamberlain in later chapters,"Shallow positive,Update encouragement","Like,Anticipation / Hope",Positive
5615700,"Haaah syukurlh,kyu slmt,kyumin kmbli brsatu,happy end,yeay",Miscellaneous,Unknown,Unknown
2073890,seriously luv this so much! its hard to find a good fanfic bout saku and dei... especially tradgeis (srry for spelling error)but i really like urs! hopefully u make more!,"Shallow positive,Update encouragement","Like,Joy / Happiness",Positive
8712973,Nicely done for the first chapter to the sequal. I cannot wait to read more of it.,"Update encouragement,Shallow positive",Like,Positive
2735694,"'m super thankfull for the happy ending. Bad endings leave a bad taste for the rest of the day, or so I think. I really appreciated your story and to be true ,am sad it ended. Would have liked to read more. Therfore I hope for another Vocaloid story from you. faithfully stalker01 P.S: Excellent job for your first Vocaloid fic.",Targeted positive,"Like,Joy / Happiness",Positive
4400690,"Okay I just read all of the other reviews and I am VEREY ANGRY! Whoever posted that really mean comment about this story is making me VERY MAD! MEHHHH, GRRR, UGHHH MY GARSH I REALLY WANT TO PUNCH SOMTHING CAUSE DAT ""REVIEW"" WAS SO HURTFULL! Meh now I in a grump mood",Non-constructive negative,"Anger / Frustration,Dislike",Negative
10821412,"I like your writing, it's very interesting. Keep going! -BarbedWire","Shallow positive,Update encouragement",Like,Positive
5936786,its.. so you long enough.! but i love it so thank you!,Shallow positive,"Joy / Happiness,Like",Positive
5252993,aku riview lagi semangat y thoor updatenya,Miscellaneous,Unknown,Unknown
10984035,write more soon,Update encouragement,No emotion,Neutral
7125824,I vote Charlie,Miscellaneous,No emotion,Neutral
10913347,"Et merde ... j'aurais quand même réussi à tenir jusqu'au 4eme chapitre sans pleurer ... C'est destructivement bien écrit, ne le lisez pas, ce texte est votre perte, votre dépression.",Miscellaneous,Unknown,Unknown
4866089,"So much awesome. I'm sure you'll find a way to make it humorous again, somehow... or just have a small, serious arc. I was... dubious when I first started reading this, but I'm really, really liking it. I just hope that Itachi doesn't stay and become a ninja. That would be... OOC from what you've presented of his character - mainly, he doesn't like serial killers, etc. Can't wait to see how it goes. Good luck with the pocky and the game. ~ Ty","Targeted positive and corrective/constructive,One-sided connection",Like,Positive
1537011,HEY MAN YOUR A FAG U KNOW THAT MAKIN US ALL WAIT DAMN.. YOUR NOT A WRITER YOUR A BIT#H,Non-constructive negative,"Anger / Frustration,Dislike",Negative
9855358,If you get this hidden stranger please update this fanfiction. I just started reading it. Hope to hear from you soon. :),"Shallow positive,Update encouragement","Joy / Happiness,Like",Positive
6023886,you are trying to kill me.i mean us. i already pissed inuyahsa. HE ALMOST KILLED ME.,Non-constructive negative,Anger / Frustration,Negative
7785882,"I like where the story is going, but please, use paragraphs. It makes it sooo much easier to read. On the whole, good job!",Targeted positive and corrective/constructive,Like,Positive
11151741,Argh...x.x...eevviill...ish good! More! XD,"Shallow positive,Update encouragement","Joy / Happiness,Like",Positive
4832990,"One, it hasn't been confirmed that Hidan is indeed from Mist Village. His hitai-ate looks a little different from their symbol, so it's either a screw-up of Hidden Rain's symbol or it may even be an entirely new village. Two, even if he is an ex-Mist nin, I doubt he's a member of the Seven Swordsmen as he doesn't actually wield a sword. Personally, I doubt he even uses water jutsus as that would not only be sorely unoriginal, but, in the latest chapters, Tobi mentions that Kisame is the only user of water jutsus in Akstsuki. Actually, he says that since the Sanbi is a water demon, it'd be better if they chose someone who uses water jutsus like Kisame. No mention of Hidan or Kakuzu (who is from Hidden Waterfall and thus, would presumably know some water jutsus).",Fandom remarks,No emotion,Neutral
7274635,I loved it! Can't wait to read more about Steve and Loki! I actually just reread the hole story this weekend! Still love it!,"Shallow positive,Update encouragement","Joy / Happiness,Like",Positive
1582267,do the salamanders have their version of the sage mode and when will naruto learn the kage bunshin?,Discussion about the story,No emotion,Neutral
2974095,"Well, shit! I knew this was going to happen. And I hated to know it. I really enjoyed this version of the gang (I never really liked katara, for no actual reason), but hey, that's now behind us. I will now sob my inner organs out and wait eagerly for the next chapter.",Update encouragement,"Like,Sadness",Positive
7859333,"xD I'm 99% sure this is wrong, but: Yasuhiro/Murasake- Salmon village Hitsugaya/Shimo-chan- Necessarily Soifon/Hachikappu- Eight cup Yay! Almost time for Ichi's invasion!",Shallow positive,"Joy / Happiness,Like",Positive
44713,holy shit,Miscellaneous,Surprise,Neutral
10839728,Love you're story cant wait for the next chapter to come out.,"Shallow positive,Update encouragement","Joy / Happiness,Like",Positive
8090698,pls say u'll conitunue!,Update encouragement,Like,Positive
5775496,daebak! keren! entah gue ga tau mau ngomong apalagi.. fast update yaaa..,Miscellaneous,Unknown,Unknown
6685565,"The director must've been smoking something serious if he were to come up with all these crazy ideas. You really should have Luke and Palpatine complain about their fall down the shaft/vent, and compare it to Maul's fall down the power core, only to have an elderly Maul show up to complain of unoriginality.",Targeted corrective or constructive,"Anger / Frustration,Dislike",Neutral
6414703,Omg that was hot! I love your writing:). Keep it up!,"Shallow positive,Update encouragement","Like,Joy / Happiness",Positive
7939685,"Okay, I feel bad for Ichigo. That's a lot of crap that just got dumped on him, but Ryuuken's little protective/I'm-gonna-kill-you speech was pretty epic. Bravo!",Targeted positive,"Sadness,Like",Positive
9058194,Why do I have a feeling that Dumbledore is going to do something so stupid that it opens Harry's eyes completely and Hermione and Ron do something so stupid as to show that Dumbledore is bribing them.,Discussion about the story,Anticipation / Hope,Neutral
5384216,Very Good! Come out with a sequal ASAP OR IM GONNA SCREAM! More sam/danny. please and thank you.,"Shallow positive,Update encouragement","Joy / Happiness,Like,Anticipation / Hope",Positive
10068712,"So cool, uhm ur still ins school so ima geuss 16 ? Or 17? No wait 17 nd a half ? :D","Shallow positive,Discussion not about the story","Joy / Happiness,Like",Positive
8665295,"luv the story, i read ch 1 and u hav me hooked. please continue! yay! a fellow kikyo hater!","Shallow positive,Update encouragement","Joy / Happiness,Like",Positive
5687027,Kok q diem ya bacanya. Belum tau pa maksud kyukyu. Panjangin y hyun critanya. Btw...ni true story cp? Kmu?,Miscellaneous,Unknown,Unknown
8681977,The story is great now off to the next chapter,Shallow positive,Like,Positive
7451955,The awkward-Hiccup is SOOO cute! I love it! If only Hiccup knew about Eret's dreams :D Update soon! And good luck with school too!,"Targeted positive,Discussion not about the story","Joy / Happiness,Like",Positive
11359410,this is probably the most beautiful story I have ever read...you obviously have a gift. 10 stars my friend. :) I hope you keep up the good work! Please update soon!,"Shallow positive,Update encouragement","Joy / Happiness,Like",Positive
9909104,"Wow that was a very disturbing chapter! That description of Johanna during Sweeney's Trip reminded me of Reagan from 'The Exorcist'. That shit was creepy! My arm hairs were Up in Arms! That was creative with the '6' The number of The Beast. Very cool reference. And I remember saying I hoped Hope catches that coach and KILLS those fuckers! I loved the part when Beadle Bastard screamed like a girl in the asylum. That was some funny shit, gave me a good laugh. And the suggestion of putting him in that chair and giving him a spin, spin, spin was hysterical! What an amusing and creepy chapter, Moonlit! Now HOW LONG ARE WE GOING TO HAVE TO WAIT FOR CHAPTER 40? I also want to send props out to your reviewers. I like Midna's idea of saying NONE OF THIS SHIT EVER HAPPENED! That was funny. And Nikki way to catch up and review, you are a great friend, with some funny ass reviews, too. You amaze us MOONLIT SERENITY! ENERGY","Targeted positive,Discussion about the story,Two-sided connection,Update encouragement","Disturbed / Disgust,Joy / Happiness,Like",Positive
11211115,pretty good story,Shallow positive,Like,Positive
630312,"Thanks for the chapter. For your question in A/N, no resistance cannot win the war without naruto. As without there wouldn't be anyone to do the bad things from the good side and for the good side. There wouldn't be anyone to make the necessary choice than the morally good choice. By the way great chapter in this chapter itself you gave the answer outlining the importance of Naruto to the resistance. Thanks once again, JZ","Shallow positive,Fandom remarks",Like,Positive
4101647,interesting...i really like it! keep going really soon! PLEASE!,Update encouragement,"Like,Joy / Happiness",Positive
8633546,Zim's now a badass!,Shallow positive,Like,Neutral
255657,update nya jangan lama2 ya...udhlah hinata sama gaara aja ya...ya...ya...,Miscellaneous,Unknown,Unknown
11818852,jajajaja toma esa Dumblii ya quiero leer la conty para imaginar su cara jajaja ii la de ronii cundo se entere de la nueva escoba de harry jajaja exelente historia! y que pases felices pascuas ),Miscellaneous,Unknown,Unknown
9554844,holy crap! awesome chapter.,Shallow positive,Like,Positive
3224356,"This story comes under da MA rating, one that does not exist on fanfiction. Reported. ~Max",Targeted corrective or constructive,Dislike,Negative
6461608,Thanks for the update :D,"Shallow positive,Update encouragement","Like,Joy / Happiness",Positive
10074701,more chapters plz,Update encouragement,No emotion,Neutral
9334555,o.o eso no me lo esperaba que marcy le dijera que marshall era su hermano me quede hecha piedra ah y otra cosa mas no se talvez podria ocurrir un accidente con lumpy y su linda carita quedara destrosada no se talvez pase como la odio jejeje esperare la conti,Miscellaneous,Unknown,Unknown
7180931,I love your story! I cant wait for the next chapter,"Shallow positive,Update encouragement",Like,Unknown
8045059,I'm a great lover of Miroku and Sango fics because they are my 2 favorite anime characters. I would have to say you portrayed Sango's emotions to Miroku perfectly. It seemed well written you should be proud of your work.,Targeted positive,Like,Positive
6921074,"MPREG! BOOYAH! I did not see that coming! With Forge being there and stuff I thought that it would be Storm or something! I saw Kirk instead of Kurt! Star Trek on ur mind! k/s FOREVER! Dear God, please let PT4 update soon, so I know that she is still interested in this story! I love this story and would totally die if she didn't finish it or left it on a cliffhanger! Amen :)","Shallow positive,Update encouragement","Joy / Happiness,Surprise,Like",Positive
9687441,"Leí el primer capítulo de tu fanfiction y debo decir que me pareció entretenido y bastante bueno... pero esta segunda parte me pareció fascinante! La manera en la que manejaste la relación de estos personajes fue soberbia. En lo personal me encanta cuando el autor se detiene a analizar los comportamientos que definen a cada uno de sus personajes y lo dotan con buenas dosis de carácter único. A decir verdad, simpaticé bastante con Rex, y me atrevería a afirmar que es posible que se convierta en mi favorito. Makoto, por otra parte, me a sorprendido bastante el giro que le has dado a su personalidad, pues en el primer capítulo todo parecía indicar que se trataba del arquetipo de niño tierno...¡Y VAYA SORPRESA! En general, bastante bueno, lo suficiente como para que quiera seguir leyendo. Estos personajes me han fascinado, y espero que me den aun más sorpresas. PD: No puedo esperar a ver cómo evoluciona la relación en cuanto al yaoi... si, soy fujoshi :3",Miscellaneous,Unknown,Unknown
8921151,"Elsa's new skills will come handy in crisis time, I wanna bet it gonna happen in Corona. And thank you for a fluff. Anna invited Elsa to crawl in her blanket is so ya See you next time.",Targeted positive,Like,Neutral
4847929,hey its me you shud do one were naruto chets on nije (you now pritty boy) whit sasuke that be grate if the worked at a starbucks or something bey love you,"Targeted corrective or constructive,Miscellaneous",No emotion,Positive
2397842,"I'm liking this already, can't wait to see where it goes :)",Update encouragement,"Like,Joy / Happiness,Anticipation / Hope",Positive
110243,Ah LOVE,Shallow positive,"Joy / Happiness,Like",Positive
5529453,"Akhirnya update juga... Itu si jaebeum pabbo sekali loh, masa lagi misi ngebunuh orang tp gk dicaritau dulu siapa orang itu, ceroboh sekaLi... Dan untuuung, lulu sudah sehat kembali. Dan ugh~ kali ini yg menang lotre si pcy. Dia dapet kisseu sesaat yg bikin sehun berapi2 dan kai yg iri...kkkk~ kai cukup remas pantat lulu ajah, jangan lebih...kkkk~ Lanjut~",Miscellaneous,Unknown,Unknown
